FrameId	Name	Kegg	InChI	Smiles	Gibbs-0	cpd	nC
CPD-13220	1-pentan-3-one	NIL	InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3	CCC(CC)=O	70.251205	./dsgdb9nsd_000358.xyz	5
PENTAN-2-ONE	pentan-2-one	C01949	InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3	CCCC(=O)C	70.251205	./dsgdb9nsd_000261.xyz	5
CPD-8879	acetylacetone	C15499	InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3	CC(CC(C)=O)=O	19.688967	./dsgdb9nsd_001112.xyz	5
N-CYCLOHEXYLFORMAMIDE	N-cyclohexylformamide	C11519	InChI=1S/C7H13NO/c9-6-8-7-4-2-1-3-5-7/h6-7H,1-5H2,(H,8,9)	C(=O)NC1(CCCCC1)	120.06456999999999	./dsgdb9nsd_051885.xyz	7
CPD-19560	4-ethynyltoluene	NIL	InChI=1S/C9H8/c1-3-9-6-4-8(2)5-7-9/h1,4-7H,2H3	C#CC1(C=CC(C)=CC=1)	218.11899	./dsgdb9nsd_028632.xyz	9
CPD-3621	methyl D-lactate	NIL	InChI=1S/C4H8O3/c1-3(5)4(6)7-2/h3,5H,1-2H3/t3-/m1/s1	CC(C(OC)=O)O	-36.851036	./dsgdb9nsd_001667.xyz	4
2-BUTYNE-14-DIOL	2-butyne-1,4-diol	C02497	InChI=1S/C4H6O2/c5-3-1-2-4-6/h5-6H,3-4H2	C(O)C#CCO	65.066734	./dsgdb9nsd_000519.xyz	4
CPD-19013	2-methylpropane-1,2-diol	C21290	InChI=1S/C4H10O2/c1-4(2,6)3-5/h5-6H,3H2,1-2H3	CC(O)(C)CO	21.151203	./dsgdb9nsd_000227.xyz	4
CPD-7024	tropolone	C15474	InChI=1S/C7H6O2/c8-6-4-2-1-3-5-7(6)9/h1-5H,(H,8,9)	C1(=CC=C(O)C(=O)C=C1)	30.776723999999998	./dsgdb9nsd_029064.xyz	7
CPD-18016	5-hydroxycytosine	NIL	InChI=1S/C4H5N3O2/c5-3-2(8)1-6-4(9)7-3/h1,8H,(H3,5,6,7,9)	C1(=C(O)C(N)=NC(=O)N1)	-19.5744	./dsgdb9nsd_026902.xyz	4
CPD-18016	5-hydroxycytosine	NIL	InChI=1S/C4H5N3O2/c5-3-2(8)1-6-4(9)7-3/h1,8H,(H3,5,6,7,9)	C1(=C(O)C(N)=NC(=O)N1)	-19.5744	./dsgdb9nsd_028536.xyz	4
CPD-18016	5-hydroxycytosine	NIL	InChI=1S/C4H5N3O2/c5-3-2(8)1-6-4(9)7-3/h1,8H,(H3,5,6,7,9)	C1(=C(O)C(N)=NC(=O)N1)	-19.5744	./dsgdb9nsd_029228.xyz	4
CPD-18016	5-hydroxycytosine	NIL	InChI=1S/C4H5N3O2/c5-3-2(8)1-6-4(9)7-3/h1,8H,(H3,5,6,7,9)	C1(=C(O)C(N)=NC(=O)N1)	-19.5744	./dsgdb9nsd_029258.xyz	4
S-12-EPOXYPROPANE	<i>(S)</i>-1,2-epoxypropane	C11507	InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3/t3-/m0/s1	CC1(OC1)	43.796721999999995	./dsgdb9nsd_000044.xyz	3
CPD-18017	5-hydroxyuracil	NIL	InChI=1S/C4H4N2O3/c7-2-1-5-4(9)6-3(2)8/h1,7H,(H2,5,6,8,9)	C1(=C(O)C(NC(=O)N1)=O)	-68.47551999999999	./dsgdb9nsd_028548.xyz	4
CPD-18017	5-hydroxyuracil	NIL	InChI=1S/C4H4N2O3/c7-2-1-5-4(9)6-3(2)8/h1,7H,(H2,5,6,8,9)	C1(=C(O)C(NC(=O)N1)=O)	-68.47551999999999	./dsgdb9nsd_029232.xyz	4
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004244.xyz	3
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004249.xyz	3
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004281.xyz	3
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004319.xyz	3
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004375.xyz	3
CPD-9334	5-azacytosine	NIL	InChI=1S/C3H4N4O/c4-2-5-1-6-3(8)7-2/h1H,(H3,4,5,6,7,8)	C1(NC(=O)N=C(N)N=1)	8.874485	./dsgdb9nsd_004412.xyz	3
ACETOL	acetol	C05235	InChI=1S/C3H6O2/c1-3(5)2-4/h4H,2H2,1H3	CC(=O)CO	-10.303275	./dsgdb9nsd_000071.xyz	3
DI-H-URACIL	5,6-dihydrouracil	C00429	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	C1(NC(CCN1)=O)=O	-8.453279	./dsgdb9nsd_007726.xyz	4
CPD0-2018	5-methylcytosine	C02376	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	CC1(=C(N)NC(=O)N=C1)	38.817844	./dsgdb9nsd_026866.xyz	5
CPD0-2018	5-methylcytosine	C02376	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	CC1(=C(N)NC(=O)N=C1)	38.817844	./dsgdb9nsd_028476.xyz	5
CPD0-2018	5-methylcytosine	C02376	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	CC1(=C(N)NC(=O)N=C1)	38.817844	./dsgdb9nsd_029193.xyz	5
CPD0-2018	5-methylcytosine	C02376	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)	CC1(=C(N)NC(=O)N=C1)	38.817844	./dsgdb9nsd_029237.xyz	5
CPD-12428	isocytosine	NIL	InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8)	C1(N=C(N)NC(=O)C=1)	32.655605	./dsgdb9nsd_004247.xyz	4
CPD-12428	isocytosine	NIL	InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8)	C1(N=C(N)NC(=O)C=1)	32.655605	./dsgdb9nsd_004279.xyz	4
CPD-12428	isocytosine	NIL	InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8)	C1(N=C(N)NC(=O)C=1)	32.655605	./dsgdb9nsd_004373.xyz	4
CPD-12428	isocytosine	NIL	InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8)	C1(N=C(N)NC(=O)C=1)	32.655605	./dsgdb9nsd_004409.xyz	4
CPD-9060	pyridine-3-aldehyde	C07327	InChI=1S/C6H5NO/c8-5-6-2-1-3-7-4-6/h1-5H	C1(=C(C=CC=N1)C=O)	48.2956	./dsgdb9nsd_005359.xyz	6
CYCLOPENTANONE	cyclopentanone	C00557	InChI=1S/C5H8O/c6-5-3-1-2-4-5/h1-4H2	C1(CCC(C1)=O)	64.78896	./dsgdb9nsd_000448.xyz	5
ANILINE	aniline	C00292	InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2	C1(C=CC(N)=CC=1)	105.53783999999999	./dsgdb9nsd_000940.xyz	6
CPD-10303	D-allothreonine	C12317	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m1/s1	CC(O)C([N+])C([O-])=O	-31.8999	./dsgdb9nsd_007452.xyz	4
D-PROLINE	D-proline	C00763	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m1/s1	C1([N+]C(CC1)C(=O)[O-])	23.720093	./dsgdb9nsd_013865.xyz	5
CPD-3633	D-asparagine	C01905	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m1/s1	C(CC(C(=O)[O-])[N+])(N)=O	-41.14103	./dsgdb9nsd_061439.xyz	4
CPD-12149	D-isoleucine	NIL	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m1/s1	CCC(C)C([N+])C(=O)[O-]	48.65456	./dsgdb9nsd_100720.xyz	6
D-ALANINE	D-alanine	C00133	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1	CC([N+])C([O-])=O	-16.022157999999997	./dsgdb9nsd_000286.xyz	3
CPD-12150	D-leucine	C01570	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m1/s1	CC(C)CC([N+])C([O-])=O	48.65456	./dsgdb9nsd_059958.xyz	6
CPD-3642	D-valine	C06417	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m1/s1	CC(C)C([N+])C([O-])=O	26.492325	./dsgdb9nsd_007441.xyz	5
CPD0-1952	(R)-2-aminobutanoate	C02261	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1	CCC([N+])C(=O)[O-]	6.1400857	./dsgdb9nsd_001675.xyz	4
CPD-19010	1,2-epoxy-2-methylpropane	NIL	InChI=1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3	CC1(C)(OC1)	63.018969999999996	./dsgdb9nsd_000087.xyz	4
CPD-19558	propyne	NIL	InChI=1S/C3H4/c1-3-2/h1H,2H3	C#CC	143.4145	./dsgdb9nsd_000009.xyz	3
CPD-15381	L-pantoyl lactone	NIL	InChI=1S/C6H10O3/c1-6(2)3-9-5(8)4(6)7/h4,7H,3H2,1-2H3/t4-/m1/s1	CC1(COC(C1O)=O)C	-1.8987967000000001	./dsgdb9nsd_075884.xyz	6
CPD-19547	<i>N</i>-propargylglycine	NIL	InChI=1S/C5H7NO2/c1-2-3-4(6)5(7)8/h1,4H,3,6H2,(H,7,8)/t4-/m0/s1	C#CCC(C(=O)[O-])[N+]	91.547844	./dsgdb9nsd_007301.xyz	5
CPD0-2053	ethylpyruvate	NIL	InChI=1S/C5H8O3/c1-3-8-5(7)4(2)6/h3H2,1-2H3	CCOC(=O)C(=O)C	-24.751034	./dsgdb9nsd_007332.xyz	5
CPD-15163	prop-2-ynal	C05985	InChI=1S/C3H2O/c1-2-3-4/h1,3H	C#CC=O	92.44225	./dsgdb9nsd_000026.xyz	3
GLY	glycine	C00037	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	C([N+])C([O-])=O	-37.2444	./dsgdb9nsd_000080.xyz	2
DIHYDROXYPENTANEDIONE	autoinducer 2	C11838	InChI=1S/C5H8O4/c1-3(7)5(9)4(8)2-6/h4,6,8H,2H2,1H3/t4-/m0/s1	CC(C(C(CO)O)=O)=O	-52.12103	./dsgdb9nsd_100504.xyz	5
GLYCEROL	glycerol	C00116	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	C(C(O)CO)O	-36.731037	./dsgdb9nsd_000397.xyz	3
SER	L-serine	C00065	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	C(O)C([N+])C(=O)[O-]	-50.20216	./dsgdb9nsd_001684.xyz	3
CREATINE	creatine	C00300	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	C(C(=O)[O-])N(C)C(N)=[N+]	30.490092999999998	./dsgdb9nsd_061433.xyz	4
CYCLOHEXANOL	cyclohexanol	C00854	InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2	C1(CCC(CC1)O)	102.493454	./dsgdb9nsd_002110.xyz	6
NN-DIMETHYLANILINE	N,N-dimethylaniline	C02846	InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3	CN(C1(C=CC=CC=1))C	137.28232	./dsgdb9nsd_026284.xyz	8
CPD-15491	furan	C14275	InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H	C1(C=COC=1)	22.254483999999998	./dsgdb9nsd_000052.xyz	4
NIACINAMIDE	nicotinamide	C00153	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	C1(N=CC(C(=O)N)=CC=1)	48.306725	./dsgdb9nsd_025845.xyz	6
PYRAZINAMIDE	pyrazinamide	C01956	InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)	C1(N=CC=NC=1C(=O)N)	37.275604	./dsgdb9nsd_025846.xyz	5
PYRAZINAMIDE	pyrazinamide	C01956	InChI=1S/C5H5N3O/c6-5(9)4-3-7-1-2-8-4/h1-3H,(H2,6,9)	C1(N=CC=NC=1C(=O)N)	37.275604	./dsgdb9nsd_025850.xyz	5
CPD0-2527	<i>p</i>-anisidine	C19326	InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3	COC1(=CC=C(N)C=C1)	101.2501	./dsgdb9nsd_031844.xyz	7
23-PENTANEDIONE	2,3-pentane-dione	NIL	InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3	CCC(=O)C(=O)C	22.148964000000003	./dsgdb9nsd_001644.xyz	5
CPD0-1059	<i>N</i>-methyl-L-valine	NIL	InChI=1S/C6H13NO2/c1-4(2)5(7-3)6(8)9/h4-5,7H,1-3H3,(H,8,9)/t5-/m0/s1	CC(C(C(=O)[O-])[N+]C)C	55.584559999999996	./dsgdb9nsd_099754.xyz	6
GUANIDOACETIC_ACID	guanidinoacetate	C00581	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)	C(NC(N)=[N+])C([O-])=O	-4.0421624	./dsgdb9nsd_006062.xyz	3
GUANIDOACETIC_ACID	guanidinoacetate	C00581	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)	C(NC(N)=[N+])C([O-])=O	-4.0421624	./dsgdb9nsd_006074.xyz	3
CPD-9357	2,4,6-triaminopyrimidine	NIL	InChI=1S/C4H7N5/c5-2-1-3(6)9-4(7)8-2/h1H,(H6,5,6,7,8,9)	C1(N)(=NC(N)=NC(N)=C1)	110.18785	./dsgdb9nsd_027903.xyz	4
PYROGALLOL	pyrogallol	C01108	InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H	C1(C=C(O)C(O)=C(C=1)O)	-27.233282	./dsgdb9nsd_028925.xyz	6
CPD-14546	1,3-dihydro-2H-imidazol-2-one	C20382	InChI=1S/C3H4N2O/c6-3-4-1-2-5-3/h1-2H,(H2,4,5,6)	C1(NC(=O)NC=1)	2.6544824	./dsgdb9nsd_000187.xyz	3
CPD-14546	1,3-dihydro-2H-imidazol-2-one	C20382	InChI=1S/C3H4N2O/c6-3-4-1-2-5-3/h1-2H,(H2,4,5,6)	C1(NC(=O)NC=1)	2.6544824	./dsgdb9nsd_000200.xyz	3
4-METHYLPENTANAL	4-methylpentanal	C02373	InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3	CC(C)CCC=O	93.87345	./dsgdb9nsd_001247.xyz	6
CPD-123	2,6-dihydroxypyridine	C03056	InChI=1S/C5H5NO2/c7-4-2-1-3-5(8)6-4/h1-3H,(H2,6,7,8)	C1(=CC(O)=NC(O)=C1)	-0.7344004	./dsgdb9nsd_004379.xyz	5
CPD-123	2,6-dihydroxypyridine	C03056	InChI=1S/C5H5NO2/c7-4-2-1-3-5(8)6-4/h1-3H,(H2,6,7,8)	C1(=CC(O)=NC(O)=C1)	-0.7344004	./dsgdb9nsd_004415.xyz	5
ISOBUTYRAMIDE	isobutyramide	NIL	InChI=1S/C4H9NO/c1-3(2)4(5)6/h3H,1-2H3,(H2,5,6)	CC(C)C(N)=O	49.56009	./dsgdb9nsd_000285.xyz	4
CPD-19037	2-hydroxy-2-methylpropanal	C21291	InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3	CC(O)(C)[CH]=O	10.088963	./dsgdb9nsd_000225.xyz	4
CPD-19003	ethylene oxide	C06548	InChI=1S/C2H4O/c1-2-3-1/h1-2H2	C1(OC1)	25.244484	./dsgdb9nsd_000017.xyz	2
ACETYLENE	acetylene	C01548	InChI=1S/C2H2/c1-2/h1-2H	C#C	145.62223999999998	./dsgdb9nsd_000004.xyz	2
OH-CH3-SER	hydroxymethylserine	C03059	InChI=1S/C4H9NO4/c5-4(1-6,2-7)3(8)9/h6-7H,1-2,5H2,(H,8,9)	C(O)C([N+])(C(=O)[O-])CO	-69.54991	./dsgdb9nsd_100284.xyz	4
CPD-68	1-aminocyclopropane-1-carboxylate	C01234	InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)	C([O-])(=O)C1(CC1)[N+]	10.477845	./dsgdb9nsd_001806.xyz	4
CPD-19526	cycloleucine	NIL	InChI=1S/C6H11NO2/c7-6(5(8)9)3-1-2-4-6/h1-4,7H2,(H,8,9)	C(=O)([O-])C1([N+])(CCCC1)	43.52232	./dsgdb9nsd_054273.xyz	6
HOMO-SER	L-homoserine	C00263	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	C(CO)C([N+])C([O-])=O	-30.089911999999998	./dsgdb9nsd_007384.xyz	4
CPD-17880	2-aminoisobutyrate	C03665	InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	CC([N+])(C([O-])=O)C	2.9100945	./dsgdb9nsd_001102.xyz	4
5-VALEROLACTONE	5-valerolactone	C02240	InChI=1S/C5H8O2/c6-5-3-1-2-4-7-5/h1-4H2	C1(CCOC(C1)=O)	23.888966	./dsgdb9nsd_002073.xyz	5
CPD-8871	fluorobenzene	C11272	InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H	C1(C=CC(=CC=1)F)	39.9556	./dsgdb9nsd_004208.xyz	6
CPD-14102	furfuryl alcohol	C20441	InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2	C(O)C1(=CC=CO1)	4.936725	./dsgdb9nsd_001056.xyz	5
UREA	urea	C00086	InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)	C(=O)(N)N	-7.3855205	./dsgdb9nsd_000020.xyz	1
ACETAMIDE	acetamide	C06244	InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)	CC(=O)N	7.0455985	./dsgdb9nsd_000019.xyz	2
CPD-14534	glycolamide	NIL	InChI=1S/C2H5NO2/c3-2(5)1-4/h4H,1H2,(H2,3,5)	C(C(=O)N)O	-29.184402000000002	./dsgdb9nsd_000079.xyz	2
N-METHYLHYDANTOIN	<i>N</i>-methylhydantoin	C02565	InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)	C1(C(=O)NC(=O)N(C)1)	0.63671917	./dsgdb9nsd_007941.xyz	4
CPD-19237	<i>N</i>-methylacetamide	NIL	InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)	CC(=O)NC	32.397842	./dsgdb9nsd_000074.xyz	3
N-ETHYLMALEIMIDE	<i>N</i>-ethylmaleimide	C02441	InChI=1S/C6H7NO2/c1-2-7-5(8)3-4-6(7)9/h3-4H,2H2,1H3	CCN1(C(=O)C=CC(=O)1)	31.287841999999998	./dsgdb9nsd_109421.xyz	6
N-METHYLHEXANAMIDE	N-methylhexanamide	C02722	InChI=1S/C7H15NO/c1-3-4-5-6-7(9)8-2/h3-6H2,1-2H3,(H,8,9)	CCCCCC(=O)NC	121.0468	./dsgdb9nsd_122819.xyz	7
CPD0-2414	1-hydroxy-2-butanone	NIL	InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3	CCC(=O)CO	11.858967999999999	./dsgdb9nsd_000359.xyz	4
2-METHOXYETHANOL	2-methoxyethanol	D05554	InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3	C(COC)O	17.058962	./dsgdb9nsd_000137.xyz	3
ISO-PROPANOL	propan-2-ol	C01845	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3	CC(O)C	37.728970000000004	./dsgdb9nsd_000022.xyz	3
CPD-18987	cyclobutanone	NIL	InChI=1S/C4H6O/c5-4-2-1-3-4/h1-3H2	C1(CC(=O)C1)	41.066722999999996	./dsgdb9nsd_000090.xyz	4
AMINOHYDROQUINONE	aminohydroquinone	C14604	InChI=1S/C6H7NO2/c7-5-3-4(8)1-2-6(5)9/h1-3,8-9H,7H2	C1(C=C(O)C(N)=CC(O)=1)	26.577840000000002	./dsgdb9nsd_028508.xyz	6
CPD-2301	2,3,6-trihydroxypyridine	C03458	InChI=1S/C5H5NO3/c7-3-1-2-4(8)6-5(3)9/h1-2,7H,(H2,6,8,9)	C1(C(=C(O)N=C(O)C=1)O)	-40.2144	./dsgdb9nsd_026918.xyz	5
CPD-2301	2,3,6-trihydroxypyridine	C03458	InChI=1S/C5H5NO3/c7-3-1-2-4(8)6-5(3)9/h1-2,7H,(H2,6,8,9)	C1(C(=C(O)N=C(O)C=1)O)	-40.2144	./dsgdb9nsd_028544.xyz	5
CPD-11435	N-isopropylformamide	NIL	InChI=1S/C4H9NO/c1-4(2)5-3-6/h3-4H,1-2H3,(H,5,6)	CC(C)NC=O	56.020092000000005	./dsgdb9nsd_000256.xyz	4
PSEUDOCUMENE	pseudocumene	C14533	InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3	CC1(=CC=C(C)C(C)=C1)	151.62346000000002	./dsgdb9nsd_028423.xyz	9
CPD0-1682	dioxane	C14440	InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2	C1(OCCOC1)	21.688965	./dsgdb9nsd_000660.xyz	4
CPD-594	3-guanidinopropanoate	C03065	InChI=1S/C4H9N3O2/c5-4(6)7-2-1-3(8)9/h1-2H2,(H,8,9)(H4,5,6,7)	C(CC([O-])=O)NC(N)=[N+]	18.120089	./dsgdb9nsd_056220.xyz	4
CPD-594	3-guanidinopropanoate	C03065	InChI=1S/C4H9N3O2/c5-4(6)7-2-1-3(8)9/h1-2H2,(H,8,9)(H4,5,6,7)	C(CC([O-])=O)NC(N)=[N+]	18.120089	./dsgdb9nsd_056240.xyz	4
CPD0-1652	4-methylpyrazole	C07837	InChI=1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)	CC1(C=NNC=1)	83.18673000000001	./dsgdb9nsd_000730.xyz	4
CPD-13482	<i>p</i>-aminobenzyl alcohol	NIL	InChI=1S/C7H9NO/c8-7-3-1-6(5-9)2-4-7/h1-4,9H,5,8H2	C(O)C1(=CC=C(N)C=C1)	88.22009	./dsgdb9nsd_031864.xyz	7
CPD-10354	methylacetoin	NIL	InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3	CC(=O)C(O)(C)C	28.981201000000002	./dsgdb9nsd_001100.xyz	5
CPD-434	<i>N</i>-acetylimidazole	C02560	InChI=1S/C5H6N2O/c1-5(8)7-3-2-6-4-7/h2-4H,1H3	CC(N1(C=NC=C1))=O	54.386722999999996	./dsgdb9nsd_005298.xyz	5
MALEIMIDE	maleimide	C07272	InChI=1S/C4H3NO2/c6-3-1-2-4(7)5-3/h1-2H,(H,5,6,7)	C1(C(NC(C=1)=O)=O)	-23.68664	./dsgdb9nsd_001822.xyz	4
CPD0-2276	glycine ethyl ester	NIL	InChI=1S/C4H9NO2/c1-2-7-4(6)3-5/h2-3,5H2,1H3	CCOC(=O)CN	18.770096	./dsgdb9nsd_001525.xyz	4
IMIDAZOLE_ACETALDEHYDE	imidazole acetaldehyde	C05130	InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)	C1(NC=NC(CC=O)=1)	58.056725	./dsgdb9nsd_005168.xyz	5
IMIDAZOLE_ACETALDEHYDE	imidazole acetaldehyde	C05130	InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)	C1(NC=NC(CC=O)=1)	58.056725	./dsgdb9nsd_005192.xyz	5
CPD-19085	3-methyl-butane-1,3-diol	NIL	InChI=1S/C5H12O2/c1-5(2,7)3-4-6/h6-7H,3-4H2,1-2H3	CC(O)(CCO)C	43.313446	./dsgdb9nsd_001093.xyz	5
2-5-DIHYDROXYPYRIDINE	2,5-dihydroxypyridine	C01059	InChI=1S/C5H5NO2/c7-4-1-2-5(8)6-3-4/h1-3,7H,(H,6,8)	C1(C(O)=CC=C(O)N=1)	-0.7344004	./dsgdb9nsd_004592.xyz	5
2-5-DIHYDROXYPYRIDINE	2,5-dihydroxypyridine	C01059	InChI=1S/C5H5NO2/c7-4-1-2-5(8)6-3-4/h1-3,7H,(H,6,8)	C1(C(O)=CC=C(O)N=1)	-0.7344004	./dsgdb9nsd_004614.xyz	5
SUCCIMIDE	succimide	C07273	InChI=1S/C4H5NO2/c6-3-1-2-4(7)5-3/h1-2H2,(H,5,6,7)	C1(=O)(NC(=O)CC1)	-10.604398	./dsgdb9nsd_001834.xyz	4
ACETONE-OXIME	acetone-oxime	C01995	InChI=1S/C3H7NO/c1-3(2)4-5/h5H,1-2H3	CC(C)=NO	38.797847999999995	./dsgdb9nsd_000049.xyz	3
CPD-10835	4-aminobenzylamine	C19499	InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2	C1(C=C(N)C=CC(N)=1)	119.86896499999999	./dsgdb9nsd_004581.xyz	6
CPD-54	4-aminoimidazole	C05239	InChI=1S/C3H5N3/c4-3-1-5-2-6-3/h1-2H,4H2,(H,5,6)	C1(=C(N)N=CN1)	78.60560600000001	./dsgdb9nsd_000206.xyz	3
CPD-10595	R-1-phenylethanol	NIL	InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3/t7-/m1/s1	CC(O)C1(C=CC=CC=1)	94.2412	./dsgdb9nsd_026274.xyz	8
CPD0-1491	3-amino-1,2,4-triazole	C11261	InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)	C1(NN=C(N)N=1)	67.574486	./dsgdb9nsd_000764.xyz	2
CPD0-1491	3-amino-1,2,4-triazole	C11261	InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)	C1(NN=C(N)N=1)	67.574486	./dsgdb9nsd_000767.xyz	2
